Problem Name,Variant,Size,Optimal Value,Time (s),Result Type,Summary Value,Solution/Error
in_house_9_2,standard,66,3,4.52000240329653e-05,SUBOPTIMAL,4,"[1, 2, 2, 3, 2, 1, 2, 1, 4]"
in_house_9_20,standard,61,3,3.1400006264448166e-05,SUBOPTIMAL,4,"[1, 2, 3, 2, 3, 3, 1, 1, 4]"
in_house_9_21,standard,86,3,4.759998410008848e-05,SUBOPTIMAL,4,"[1, 2, 3, 1, 1, 3, 2, 3, 4]"
in_house_9_22,standard,86,3,3.840000135824084e-05,SUBOPTIMAL,4,"[3, 1, 1, 2, 3, 2, 4, 2, 3]"
in_house_9_23,standard,86,3,4.879999323748052e-05,SUBOPTIMAL,4,"[1, 3, 2, 4, 3, 1, 3, 4, 2]"
in_house_9_24,standard,106,4,3.959998139180243e-05,SUBOPTIMAL,5,"[2, 1, 3, 1, 3, 4, 2, 3, 5]"
in_house_9_3,standard,86,3,8.699999307282269e-05,SUBOPTIMAL,4,"[3, 1, 2, 1, 3, 3, 2, 4, 2]"
in_house_9_4,standard,81,3,4.529999569058418e-05,SUBOPTIMAL,4,"[3, 2, 1, 1, 2, 1, 4, 2, 3]"
in_house_9_5,standard,91,3,3.860000288113952e-05,SUBOPTIMAL,4,"[4, 1, 1, 2, 3, 3, 2, 4, 2]"
in_house_9_6,standard,86,3,4.25000034738332e-05,SUBOPTIMAL,4,"[3, 2, 3, 1, 2, 1, 2, 3, 4]"
in_house_9_7,standard,111,4,3.969998215325177e-05,SUBOPTIMAL,5,"[3, 4, 1, 5, 2, 2, 1, 2, 4]"
in_house_9_8,standard,81,3,4.129999433644116e-05,SUBOPTIMAL,4,"[1, 3, 3, 2, 4, 1, 3, 2, 2]"
in_house_9_9,standard,96,3,5.390000296756625e-05,SUBOPTIMAL,4,"[2, 1, 1, 2, 3, 3, 1, 4, 4]"
