Problem Name,Variant,Size,Optimal Value,Time (s),Result Type,Summary Value,Solution/Error
in_house_4_9,standard,16,2,6.870005745440722e-05,SUBOPTIMAL,3,"[2, 1, 1, 3]"
in_house_5_0,standard,21,2,4.5900000259280205e-05,OPTIMAL,2,"[2, 2, 2, 1, 1]"
in_house_5_1,standard,31,2,5.180004518479109e-05,OPTIMAL,2,"[2, 1, 1, 2, 1]"
in_house_5_10,standard,26,3,3.270001616328955e-05,OPTIMAL,3,"[3, 1, 1, 2, 2]"
in_house_5_11,standard,36,4,3.7199934013187885e-05,OPTIMAL,4,"[1, 3, 1, 2, 4]"
in_house_5_12,standard,26,3,3.830005880445242e-05,OPTIMAL,3,"[1, 2, 1, 1, 3]"
in_house_5_13,standard,41,4,3.870006185024977e-05,OPTIMAL,4,"[1, 3, 2, 1, 4]"
in_house_5_14,standard,26,3,0.00012009998317807913,OPTIMAL,3,"[1, 1, 3, 1, 2]"
in_house_5_15,standard,21,2,4.950002767145634e-05,OPTIMAL,2,"[1, 2, 2, 1, 1]"
in_house_5_16,standard,31,3,4.7600013203918934e-05,OPTIMAL,3,"[3, 2, 1, 1, 2]"
in_house_5_17,standard,31,3,2.7799978852272034e-05,OPTIMAL,3,"[1, 1, 3, 3, 2]"
in_house_5_18,standard,26,2,2.629996743053198e-05,OPTIMAL,2,"[1, 1, 2, 2, 2]"
in_house_5_19,standard,21,2,2.129992935806513e-05,OPTIMAL,2,"[1, 1, 2, 1, 1]"
in_house_5_2,standard,26,2,2.1900050342082977e-05,SUBOPTIMAL,3,"[1, 2, 2, 3, 1]"
in_house_5_20,standard,26,3,6.19000056758523e-05,OPTIMAL,3,"[3, 1, 2, 2, 1]"
in_house_5_21,standard,26,3,3.490003291517496e-05,OPTIMAL,3,"[1, 3, 3, 1, 2]"
in_house_5_22,standard,21,3,3.429991193115711e-05,OPTIMAL,3,"[3, 1, 2, 1, 2]"
in_house_5_23,standard,26,3,2.3900065571069717e-05,OPTIMAL,3,"[1, 2, 1, 3, 2]"
in_house_5_24,standard,36,3,1.9400031305849552e-05,SUBOPTIMAL,4,"[1, 2, 1, 4, 3]"
in_house_5_3,standard,26,2,1.950003206729889e-05,OPTIMAL,2,"[2, 2, 1, 1, 1]"
in_house_5_4,standard,41,4,1.9400031305849552e-05,OPTIMAL,4,"[1, 1, 3, 2, 4]"
in_house_5_5,standard,36,3,1.9600032828748226e-05,OPTIMAL,3,"[1, 2, 2, 3, 3]"
in_house_5_6,standard,31,2,1.910002902150154e-05,OPTIMAL,2,"[1, 1, 2, 2, 1]"
in_house_5_7,standard,16,2,5.259993486106396e-05,OPTIMAL,2,"[1, 2, 2, 1, 1]"
in_house_5_8,standard,26,3,3.220001235604286e-05,OPTIMAL,3,"[1, 3, 2, 1, 2]"
in_house_5_9,standard,21,2,3.4100026823580265e-05,OPTIMAL,2,"[2, 1, 2, 1, 1]"
in_house_6_0,standard,36,3,2.3400061763823032e-05,OPTIMAL,3,"[1, 2, 1, 3, 2, 1]"
in_house_6_1,standard,26,2,2.0000035874545574e-05,OPTIMAL,2,"[2, 1, 1, 2, 1, 1]"
in_house_6_10,standard,46,3,3.590004052966833e-05,OPTIMAL,3,"[2, 3, 1, 3, 2, 1]"
in_house_6_11,standard,46,3,2.359994687139988e-05,OPTIMAL,3,"[1, 2, 2, 3, 1, 3]"
in_house_6_12,standard,41,4,5.659996531903744e-05,OPTIMAL,4,"[3, 2, 2, 1, 4, 2]"
in_house_6_13,standard,46,3,0.00018799991812556982,SUBOPTIMAL,4,"[3, 1, 2, 2, 4, 1]"
in_house_6_14,standard,31,3,4.269997589290142e-05,OPTIMAL,3,"[2, 1, 3, 1, 2, 1]"
in_house_6_15,standard,41,3,2.7399975806474686e-05,SUBOPTIMAL,4,"[2, 1, 1, 3, 4, 2]"
